idx,type,character,sentence,j-hartmann/emotion-english-distilroberta-base,SamLowe/roberta-base-go_emotion,michellejieli/emotion_text_classifier
1064,speech,ALAN,"Of course I will, I've become something of an expert at it.",neutral,approval,neutral
1065,speech,MARGARET,I heard a voice from next door.,fear,neutral,neutral
1066,speech,ALAN,"If it's keeping you awake then go to your own bloody room.
",anger,annoyance,anger
1067,speech,MARGARET,"It was a man's voice!
",surprise,neutral,joy
1068,speech,ALAN,Well go and sleep at a bloody convent then.,anger,neutral,anger
1069,speech,MARGARET,"It must be Trevor, she must have talked him round.",neutral,neutral,neutral
1070,consigne,,"MARGARET goes over to the adjoining door, kneels down and puts her ear up against it. BARMAN collects all the accoutrements leaving only the glass of champagne which he has poured.",,,
1071,speech,BARMAN,"Will there be anything else madam?
",neutral,curiosity,neutral
1072,speech,JESSICA,No thank you.,neutral,gratitude,neutral
1073,consigne,,BARMAN goes over to the door,,,
1074,speech,JESSICA,Oh there was one thing.,neutral,neutral,neutral
1075,speech,JESSICA,Mr McLeish requested a 6 A.M.,neutral,neutral,neutral
1076,speech,JESSICA,"wake up call.
",neutral,neutral,neutral
1077,speech,BARMAN,I shall see to it Madam.,neutral,neutral,neutral
1078,speech,JESSICA,"Thank you so much.
",joy,gratitude,joy
1079,consigne,,BARMAN exits,,,
1080,speech,MARGARET,I'm sure I heard it again.,neutral,approval,neutral
1081,speech,MARGARET,Clear as day.,neutral,neutral,neutral
1082,consigne,,Shrilly,,,
1083,speech,MARGARET,they're both still in there.,neutral,neutral,neutral
1084,consigne,,JESSICA hears MARGARET and walks over to the adjoining door.,,,
1085,speech,MARGARET,Alan I need your help on this.,sadness,desire,neutral
1086,speech,MARGARET,"We need to go in there and'85
",neutral,neutral,neutral
1087,consigne,,JESSICA opens the adjoining door and MARGARET comes tumbling through.,,,
1088,speech,JESSICA,I might have bloody known.,anger,neutral,neutral
1089,consigne,,MARGARET gets up,,,
1090,speech,MARGARET,"I'm sorry Jessica, but I had to do something.",sadness,remorse,sadness
1091,speech,MARGARET,JESSICA: You meddling little bitch.,anger,anger,anger
1092,speech,MARGARET,How dare you!,anger,anger,anger
1093,speech,MARGARET,"I didn't want to have to interfere, but you could have broken up two marriages tonight.",neutral,disapproval,anger
1094,speech,JESSICA,If he's that easily tempted then he's going to do it with someone sooner or later.,neutral,neutral,neutral
1095,speech,MARGARET,"You know it's not like that, you how he's always fawned after you.",neutral,neutral,disgust
1096,speech,MARGARET,You were deliberately out to destroy him for a cheap thrill.,anger,neutral,anger
1097,speech,JESSICA,"How dare you!
",anger,anger,anger
1098,speech,MARGARET,I'm just saying it how I see it.,neutral,neutral,neutral
1099,speech,JESSICA,Oh really!,surprise,surprise,surprise
1100,speech,JESSICA,Well perhaps I'll do the same.,neutral,neutral,neutral
1101,consigne,,JESSICA walks through to ALAN'S room and stands at the foot of the bed. MARGARET follows.,,,
1102,speech,JESSICA,"Alan, I didn't want to be the one to have to say this, but seeing as we're in a new spirit of openness and honestly there's something you need to know.",neutral,neutral,neutral
1103,speech,MARGARET,"What are you doing?
",surprise,curiosity,neutral
1104,speech,JESSICA,Telling the truth.,anger,neutral,neutral
1105,speech,JESSICA,You wouldn't want me to besmirch my soul with a lie would you!,anger,neutral,anger
1106,speech,JESSICA,"Alan, there's something Margaret has been keeping from you.
",neutral,neutral,neutral
1107,speech,MARGARET,"Stop it!
",anger,anger,anger
1108,speech,JESSICA,"The truth is old man, she's not awfully keen on the old bugger she's shagging.
",disgust,neutral,disgust
1109,consigne,,shouting,,,
1110,speech,MARGARET,"Jessica don't!
",anger,neutral,anger
1111,speech,JESSICA,The truth is she loves you.,neutral,love,neutral
1112,speech,JESSICA,She always has and she probably always will.,neutral,neutral,neutral
1113,speech,JESSICA,"But she's can't even begin to deal with the fact that her life is an entangled web of lies, denial and boredom.",neutral,neutral,neutral
1114,speech,JESSICA,So for some reason she decides to act like Mary fucking Poppins all the time so she doesn't have to stop and think about it.,neutral,neutral,neutral
1115,consigne,,crying,,,
1116,speech,MARGARET,How could you?,surprise,curiosity,surprise
1117,speech,MARGARET,"How could you!
",surprise,neutral,surprise
1118,consigne,,"ALAN slowly stands up and places himself between the two women. He looks from one to the other, yawns, and rubs his eyes. He walks through the adjoining door locking it as he does, leaving the two women in his room. He drains the glass of champagne and exits through JESSICA'S outer (hallway) door.",,,
1119,speech,MARGARET,"You've destroyed me, just like you were going to destroy Trevor.",anger,anger,anger
1120,speech,JESSICA,Oh don't be so melodramatic.,sadness,caring,sadness
1121,speech,JESSICA,If I really wanted to destroy you I'd find a much more interesting way of doing it.,neutral,approval,neutral
1122,consigne,,JESSICA exits through ALAN'S outer (hallway) door. MARGARET goes over to the adjoining door and knocks on it.,,,
1123,speech,MARGARET,"It's okay, you can come back through now.",neutral,approval,neutral
1124,speech,MARGARET,She's gone.,sadness,sadness,neutral
1125,consigne,,Pause,,,
1126,speech,MARGARET,Alan.,neutral,neutral,neutral
1127,speech,MARGARET,Alan are you there?,surprise,curiosity,neutral
1128,consigne,,Pause,,,
1129,speech,MARGARET,It's true what she said.,neutral,approval,neutral
1130,speech,MARGARET,I'm sure you've always known.,neutral,approval,neutral
1131,speech,MARGARET,"I feel foolish even saying it, especially through a door.",sadness,annoyance,sadness
1132,speech,MARGARET,"I don't even know why I'm saying it'85
",surprise,confusion,neutral
1133,consigne,,JESSICA enters her bedroom. MARGARET stops talking and backs away from the adjoining door. She exits. JESSICA begins to undress until she's only in her underwear. She's goes over to where her glass is and without looking at it raises it to her lips. She realises it's empty and turns it upside down before placing it back on the dressing table. She lies on top of her bed and begins to read. ALAN enters his room with a glass of whiskey in his hand. He undresses until he's in his underwear and then lies on his bed. He falls asleep and the glass falls out of his hand and lands/breaks on the floor. JESSICA closes her book and goes over to the adjoining door. She unlocks it and enters. She moves over to the bed and straddles ALAN. She begins to kiss him. The curtain falls.,,,
1134,consigne,,END OF ACT I SCENE III,,,
1135,consigne,,END OF ACT I,,,
1136,consigne,,INTERVAL,,,
1137,consigne,,Scene change: The stage is set out as it was in Act I Scene I,,,
1138,consigne,,"Scene: The hotel lobby. Edwin's wake is taking place offstage in an adjoining room. Laughter, conversation and music can be heard. PRIEST and BARMAN are in conversation in the middle of the room. PRIEST is dressed as a priest and holding a glass of red wine. BARMAN is balancing a tray filled with glasses of red wine on one hand. ",,,
1139,consigne,,The noise fades.,,,
1140,speech,PRIEST,Well it was certainly the least conventional service I've ever presided over.,neutral,neutral,neutral
1141,speech,PRIEST,But I mean it's it's not unheard of.,neutral,neutral,neutral
1142,speech,PRIEST,Very often people organise their own funerals.,neutral,neutral,neutral
1143,speech,PRIEST,"My uncle David, who was also a a a clergyman, organised his own funeral.",disgust,neutral,neutral
1144,speech,PRIEST,"He picked out his favourite hymns, like Mr Cleethorpes he wrote a speech he wished to be read out.",neutral,neutral,neutral
1145,speech,PRIEST,I suppose I suppose he's just taking it one step further.,neutral,neutral,neutral
1146,speech,PRIEST,Maybe this is how the younger generation will wish their services to be conducted in the future.,neutral,neutral,neutral
1147,speech,PRIEST,I mean what do you think?,surprise,curiosity,neutral
1148,speech,PRIEST,"Is this'85 perfectly legitimate, but but but'85 unorthodox approach something you think will catch on?
",neutral,neutral,surprise
1149,speech,BARMAN,"Honestly Father, I don't think it will.",surprise,disapproval,neutral
1150,speech,BARMAN,Mr Cleethorpes was not quite like your average man.,neutral,neutral,neutral
1151,speech,PRIEST,Oh!,surprise,neutral,surprise
1152,speech,PRIEST,Bit of a maverick was he!,surprise,neutral,surprise
1153,speech,BARMAN,That would certainly be an accurate description Father.,neutral,approval,neutral
1154,speech,PRIEST,Well I suppose you'd have to be with a service like that.,neutral,neutral,neutral
1155,speech,PRIEST,Ha!,joy,neutral,joy
1156,speech,PRIEST,"I mean I know I'm old No no no, it's all right I know I am!",anger,approval,joy
1157,speech,PRIEST,"I know I'm old, but I'm perfectly happy to play songs from popular music if that is the wish of the deceased.",joy,joy,neutral
1158,speech,PRIEST,I had a I had a chap who wanted '91What A Wonderful World' by by by um that large black fellow.,neutral,neutral,neutral
1159,speech,PRIEST,"What's his name?
",neutral,curiosity,neutral
1160,speech,BARMAN,"Louis Armstrong?
",surprise,neutral,neutral
1161,speech,PRIEST,No no no it was a singer not not not a spaceman.,neutral,disapproval,neutral
1162,speech,PRIEST,Huge American chap.,joy,admiration,neutral
1163,speech,PRIEST,Very popular.,joy,approval,neutral
1164,speech,PRIEST,I'm amazed you haven't heard of him.,surprise,surprise,surprise
1165,speech,PRIEST,"Anyway, they wanted that played as one of the hymns.",neutral,neutral,neutral
1166,speech,PRIEST,Well you know.,neutral,neutral,neutral
1167,speech,PRIEST,"I'm no stickler for the rules, that's what he wanted, so that's what we played.",neutral,neutral,neutral
1168,speech,PRIEST,And and it was lovely.,joy,admiration,joy
1169,speech,PRIEST,Really was.,surprise,neutral,neutral
1170,speech,PRIEST,Almost brought a tear to one's eye.,sadness,sadness,sadness
1171,speech,BARMAN,Sounds very moving Father.,joy,neutral,neutral
1172,speech,PRIEST,Oh it really was.,surprise,neutral,neutral
1173,speech,PRIEST,I'm not sure the one today really had quite the same effect.,neutral,confusion,neutral
1174,speech,PRIEST,Although I have to say there were a good deal of people crying.,sadness,sadness,neutral
1175,speech,PRIEST,I mean I mean I mean I have the greatest respect for Sir Paul McCartney.,disgust,admiration,neutral
1176,speech,PRIEST,Poignant imagery in in in '91Let It Be'.,anger,neutral,neutral
1177,speech,PRIEST,"'91When I find myself in times of trouble, Mother Mary comes to me'.",fear,neutral,fear
1178,speech,PRIEST,Just beautiful.,joy,admiration,joy
1179,speech,PRIEST,Really captures the essence of how the virgin can offer comfort and solace.,neutral,approval,neutral
1180,speech,PRIEST,"So I've I've I've got nothing against him personally, he's a fine chap.",neutral,admiration,neutral
1181,speech,PRIEST,I just don't think '91Simply Having A Wonderful Christmastime' is really suitable for a funeral.,surprise,disapproval,neutral
1182,speech,PRIEST,"Don't get me wrong, it would have been jolly funny if it happened to another priest.",joy,amusement,joy
1183,speech,PRIEST,But it's not easy to concentrate with that going on.,neutral,disapproval,neutral
1184,speech,PRIEST,And especially not with all those those those women at the back.,neutral,neutral,neutral
1185,speech,PRIEST,Twelve widows!,surprise,neutral,surprise
1186,speech,PRIEST,Goodness me!,joy,admiration,joy
1187,speech,PRIEST,"I'm not going to judge him, that's that's that's the Lord's job.",neutral,neutral,neutral
1188,speech,PRIEST,"But I really don't see how a man can have twelve widows!
",surprise,disapproval,surprise
1189,speech,BARMAN,Actually Father as I understand it Mr Cleethorpes never took a wife.,neutral,neutral,neutral
1190,speech,PRIEST,"Well who who who were all those women dressed in black then?
",surprise,curiosity,surprise
1191,speech,BARMAN,"Mr Cleethorpes never took a wife himself, but that's not to say he didn't enjoy the company of married women.",disgust,neutral,neutral
1192,speech,PRIEST,Oh is that right?,surprise,confusion,surprise
1193,speech,PRIEST,Well yes they do tend to have more to say then single girls.,neutral,approval,neutral
1194,speech,PRIEST,Find single girls are always too preoccupied trying to be desirable.,neutral,neutral,neutral
1195,speech,PRIEST,I should like to have met this chap; he must have been quite a conversationalist if twelve married women turned up in black for his funeral.,neutral,desire,neutral
1196,speech,PRIEST,Shame none of their husbands could make it down though.,disgust,embarrassment,neutral
1197,speech,PRIEST,Wonder what kept them.,surprise,surprise,neutral
1198,speech,PRIEST,"Not that we'd have had room for them I I I suppose.
",neutral,neutral,neutral
1199,speech,BARMAN,Indeed not Father.,sadness,disapproval,neutral
1200,speech,PRIEST,As for those '91uniforms' the pallbearers wore!,neutral,neutral,neutral
1201,speech,PRIEST,Goodness me!,joy,admiration,joy
1202,speech,PRIEST,"You could have knocked me down with with with a feather!
",anger,neutral,anger
1203,speech,BARMAN,Not what one would classify as traditional I suppose Father.,neutral,disapproval,neutral
1204,consigne,,laughs,,,
1205,speech,PRIEST,Well no!,anger,disapproval,surprise
1206,speech,PRIEST,Quite!,surprise,approval,surprise
1207,speech,PRIEST,They didn't look too thrilled about it either.,joy,neutral,neutral
1208,speech,PRIEST,"Especially that pretty one, what's her name?",surprise,curiosity,neutral
1209,speech,PRIEST,Jamima?,surprise,neutral,neutral
1210,speech,PRIEST,"Julia?
",surprise,neutral,neutral
1211,speech,BARMAN,"Jessica Father.
",neutral,neutral,neutral
1212,speech,PRIEST,"Yes, she didn't look solemn, or upset.",neutral,approval,neutral
1213,speech,PRIEST,"She she looked well, annoyed if anything.",anger,annoyance,neutral
1214,speech,PRIEST,Like she'd rather have been anywhere else.,neutral,neutral,neutral
1215,speech,BARMAN,"I understand she is rather proud of her appearance.
",neutral,neutral,neutral
1216,speech,PRIEST,Ha!,joy,neutral,joy
1217,speech,PRIEST,Not not not too thrilled about being dressed up then!,surprise,neutral,joy
1218,speech,PRIEST,I have to say I thought they looked jolly marvellous.,joy,admiration,joy
1219,speech,PRIEST,Really brightened things up.,joy,joy,joy
1220,speech,PRIEST,Get a bit sick of black in my job you know.,disgust,annoyance,anger
1221,speech,PRIEST,Maybe I should suggest it to the Bishop!,anger,neutral,anger
1222,speech,PRIEST,"Ha!
",joy,neutral,joy
1223,speech,BARMAN,"Is the Pope busy then Father?
",neutral,neutral,neutral
1224,consigne,,roars with laughter,,,
1225,speech,PRIEST,Yes yes!,anger,excitement,joy
1226,speech,PRIEST,Good one!,joy,admiration,joy
1227,speech,PRIEST,The Pope!,surprise,neutral,surprise
1228,speech,PRIEST,Ha Ha!,joy,excitement,joy
1229,speech,PRIEST,Marvellous good wheeze!,joy,admiration,joy
1230,speech,PRIEST,Oh look here comes one of the chaps I was talking about.,joy,excitement,joy
1231,consigne,,Alan enters at great speed. He is wearing a bright green and orange suit and a purple curly wig.,,,
1232,consigne,,aggressively,,,
1233,speech,ALAN,Where the hell have you been!,anger,anger,anger
1234,speech,ALAN,I told you to find me the second the wake started!,anger,neutral,anger
1235,consigne,,"He grabs and drinks three glasses of wine from BARMAN'S tray and slams them back down, he takes a forth glass.",,,
1236,speech,ALAN,"I've had to navigate my way through a gaggle of fucking widows to get to you!
",anger,annoyance,anger
1237,consigne,,He drains the forth glass and takes a fifth. Acknowledges the priest.,,,
1238,speech,ALAN,"Pardon my language Father.
",neutral,neutral,neutral
1239,speech,PRIEST,"Are you Catholic my child?
",neutral,curiosity,neutral
1240,speech,ALAN,No.,neutral,neutral,neutral
1241,speech,ALAN,"C of E if I'm anything.
",neutral,neutral,neutral
1242,speech,PRIEST,"You can say what you want then, it's not in my remit.
",neutral,neutral,neutral
1243,speech,ALAN,"Suppose the worse I behave the better it makes your lot look.
",disgust,neutral,neutral
1244,speech,PRIEST,Ha!,joy,neutral,joy
1245,speech,PRIEST,"Yes I suppose it does!
",anger,approval,joy
1246,consigne,,ALAN drains his glass and takes the last one from BARMAN'S tray. BARMAN exits.,,,
1247,speech,ALAN,Happy to help!,joy,joy,joy
1248,speech,PRIEST,"Bless you my child.
",anger,caring,neutral
1249,speech,ALAN,"The service was beautiful Father.
",joy,admiration,joy
1250,speech,PRIEST,Ha!,joy,neutral,joy
1251,speech,PRIEST,I would wouldn't say it was beautiful.,joy,disapproval,joy
1252,speech,PRIEST,Bloody good fun maybe!,joy,joy,joy
1253,speech,PRIEST,"And hard to to keep a straight face, but not beautiful, good Lord no!
",sadness,disappointment,disgust
1254,speech,ALAN,"I've been to Catholic services before, must say I don't know how you get through them without a drink.
",neutral,confusion,neutral
1255,speech,PRIEST,We don't!,anger,neutral,anger
1256,speech,PRIEST,That's the whole point of Eucharist!,disgust,approval,joy
1257,speech,ALAN,"Yes but a sip of wine is hardly enough.
",disgust,neutral,neutral
1258,consigne,,puts his hand to the side of his mouth,,,
1259,speech,PRIEST,Well between you and me I often slip in a bit of voddy.,neutral,neutral,neutral
1260,speech,PRIEST,"Makes it more bearable for me and the flock.
",neutral,approval,neutral
1261,speech,ALAN,"Sounds more Russian Orthodox than Catholic.
",neutral,neutral,neutral
1262,consigne,,roars with laughter,,,
1263,speech,PRIEST,Yes!,anger,excitement,joy
1264,speech,PRIEST,Bloody good one!,anger,admiration,anger
1265,speech,PRIEST,Russian Unorthodox if anything.,disgust,neutral,neutral
1266,speech,PRIEST,Ha Ha!,joy,excitement,joy
1267,speech,PRIEST,"Got quite a wit on you there my boy.
",neutral,neutral,neutral
1268,speech,ALAN,Thank you Father.,joy,gratitude,neutral
1269,speech,ALAN,"I don't suppose the Pontiff needs a gag writer does he?
",neutral,confusion,neutral
1270,speech,PRIEST,"Maybe, know any suitable gags?
",neutral,curiosity,neutral
1271,speech,ALAN,"Why did the Church appoint a German Pope?
",surprise,curiosity,surprise
1272,speech,PRIEST,He got his towel over the balcony first!,anger,neutral,anger
1273,speech,PRIEST,Ha!,joy,neutral,joy
1274,speech,PRIEST,Oldest one in the book.,neutral,neutral,neutral
1275,speech,PRIEST,You'll have to do better than that.,neutral,optimism,neutral
1276,speech,PRIEST,Don't know any Latin puns do you?,neutral,confusion,neutral
1277,speech,PRIEST,As the late bishop used to say they go down better then a drunk nun.,disgust,neutral,neutral
1278,speech,ALAN,"My mind's gone blank, must be Divine Intervention.",neutral,neutral,neutral
1279,speech,ALAN,Though I did write a poem once with a Latin title.,neutral,neutral,neutral
1280,speech,PRIEST,"Oh yes what was was it called?
",surprise,curiosity,neutral
1281,speech,ALAN,"Carpe Mammary.
",neutral,neutral,neutral
1282,consigne,,roars with laughter,,,
1283,speech,PRIEST,"Very good, very good.",joy,admiration,joy
1284,speech,PRIEST,Cracking good wheeze.,neutral,neutral,neutral
1285,speech,PRIEST,Ha Ha!,joy,excitement,joy
1286,speech,PRIEST,I should like to read that very much.,joy,desire,joy
1287,speech,PRIEST,Not illustrated is it?,surprise,confusion,surprise
1288,speech,PRIEST,"Been lovely chatting with you I must say, but best scoot off and offer a sympathetic ear to the to the mourners.",sadness,admiration,neutral
1289,speech,PRIEST,Bloody depressing stuff mind!,sadness,sadness,sadness
1290,speech,PRIEST,I'll be back later so you can cheer me up again!,joy,joy,joy
1291,speech,PRIEST,Ha!,joy,neutral,joy
1292,speech,PRIEST,Carpe Mammary!,surprise,neutral,surprise
1293,speech,PRIEST,"Goodness me.
",joy,gratitude,neutral
1294,consigne,,PRIEST exits. ALAN slumps in a large chair. ALAN drains his glass and holds it over his mouth trying to shake out the last drops. TREVOR enters dressed in a similar manner to ALAN. TREVOR carries two glasses of whiskey.,,,
1295,speech,TREVOR,Oh here you are!,surprise,neutral,surprise
1296,consigne,,holds out drink to ALAN,,,
1297,speech,TREVOR,"May I join you?
",neutral,curiosity,neutral
1298,consigne,,ALAN accepts. TREVOR sits in a chair next to him.,,,
1299,speech,ALAN,Thanks.,neutral,gratitude,neutral
1300,consigne,,TREVOR takes off his wig and drops it on the floor.,,,
1301,speech,TREVOR,"Strange day.
",surprise,neutral,surprise
1302,speech,ALAN,Yes.,neutral,approval,neutral
1303,speech,TREVOR,"When they said there were special uniforms for us to wear I really wasn't expecting this.
",surprise,surprise,surprise
1304,speech,ALAN,"What were you expecting?
",surprise,curiosity,surprise
1305,consigne,,chuckles,,,
1306,speech,TREVOR,I don't know.,surprise,confusion,neutral
1307,consigne,,Pause,,,
1308,speech,TREVOR,"Not this anyway.
",neutral,neutral,neutral
1309,speech,ALAN,"Has it occurred to you that this funeral was very well planned?
",surprise,curiosity,neutral
1310,speech,TREVOR,Well that's Edwin.,neutral,neutral,neutral
1311,speech,TREVOR,"He was a joker all right, but he knew how to prepare a gag.",disgust,neutral,neutral
1312,speech,ALAN,"I haven't even made a will.
",anger,neutral,neutral
1313,speech,TREVOR,Many people our age haven't.,neutral,neutral,neutral
1314,speech,TREVOR,I could recommend a good lawyer.,fear,approval,neutral
1315,speech,ALAN,That's not what I meant.,neutral,disapproval,neutral
1316,speech,ALAN,Doesn't it strike you as odd that Edwin had prepared everything in such detail?,surprise,neutral,surprise
1317,speech,ALAN,"Almost like he knew he was about to die.
",fear,neutral,neutral
1318,speech,TREVOR,You're not suggesting Edwin killed himself surely?,surprise,curiosity,surprise
1319,speech,TREVOR,"Edwin was far too strong for that.
",neutral,neutral,neutral
1320,speech,ALAN,"I don't know what I'm suggesting, just struck me as odd that's all.",disgust,confusion,neutral
1321,speech,ALAN,I remember talking to Edwin once about the difference between the Greeks and the Romans.,neutral,neutral,neutral
1322,speech,ALAN,He was reading Polybius at the time.,disgust,neutral,neutral
1323,speech,TREVOR,"The Roman historian?
",neutral,neutral,neutral
1324,speech,ALAN,Polybius was a Greek held captive in Rome.,disgust,neutral,neutral
1325,speech,ALAN,One of the things he most frequently chronicled was the difference between the cultures.,neutral,neutral,neutral
1326,speech,ALAN,It was the first time the two civilisations had really been held up side by side.,neutral,neutral,neutral
1327,speech,TREVOR,"What's this got to do with suicide?
",neutral,curiosity,surprise
1328,speech,ALAN,The Greeks thought suicide was the height of cowardice.,disgust,neutral,neutral
1329,speech,ALAN,"They considered it the option of a man who was too pathetic to deserve any honour 
",disgust,neutral,neutral
1330,speech,TREVOR,"I'd have to agree with them.
",neutral,approval,neutral
1331,speech,ALAN,"Whilst the Romans, much to Polybius' disdain, thought it was the height of honour to gallantly take one's own life before an enemy could emasculate you through defeat, especially if it meant protecting your comrades.",disgust,neutral,disgust
1332,speech,ALAN,Nero's advisor Petronius invited his friends round for a lavish banquet.,joy,neutral,neutral
1333,speech,ALAN,Instead of offering desert he slit his wrists and dictated an insulting letter to the Emperor whilst he slowly bled to death.,disgust,neutral,disgust
1334,consigne,,Pause,,,
1335,speech,ALAN,I remember Edwin liked that idea.,neutral,neutral,neutral
1336,speech,ALAN,He said he'd rather die then be a shadow of the man he was now.,neutral,neutral,neutral
1337,speech,ALAN,We even joked about running a bath and bleeding ourselves dry because we'd had such a good evening.,joy,amusement,joy
1338,speech,TREVOR,It was idle banter.,neutral,neutral,neutral
1339,speech,TREVOR,Edwin wasn't like that.,disgust,neutral,neutral
1340,speech,TREVOR,Some people just prepare for the future.,neutral,neutral,neutral
1341,speech,ALAN,"Yes but Edwin never thought beyond his next drink, or next meal, or next girl.
",neutral,neutral,neutral
1342,speech,TREVOR,People are different behind closed doors.,neutral,neutral,neutral
1343,speech,TREVOR,I'm actually full of joie de vivre in private.,neutral,neutral,neutral
1344,speech,ALAN,And I'm actually teetotal.,neutral,neutral,neutral
1345,speech,ALAN,"I just don't travel well, need half a shandy to steady the nerves.",neutral,sadness,neutral
1346,consigne,,Long pause. Both drink.,,,
1347,speech,TREVOR,I nearly slept with Jessica last night.,joy,neutral,neutral
1348,speech,ALAN,"I had no idea.
",surprise,confusion,surprise
1349,speech,TREVOR,Yes you did you bloody liar.,anger,anger,anger
1350,speech,TREVOR,There are no secrets with us four.,neutral,neutral,neutral
1351,speech,TREVOR,Not for long anyway.,neutral,neutral,neutral
1352,speech,ALAN,"Maybe you're right.
",neutral,approval,neutral
1353,speech,TREVOR,It's just like I'd know if you'd gotten lucky last night.,neutral,neutral,joy
1354,consigne,,ALAN drains his glass.,,,
1355,speech,TREVOR,"We can't hide anything from each other, the truth always comes out.",neutral,approval,neutral
1356,consigne,,Pause,,,
1357,speech,ALAN,Trevor I should really tell you something.,neutral,neutral,neutral
1358,speech,TREVOR,"No please, let me finish.",fear,neutral,neutral
1359,speech,TREVOR,"I nearly slept with Jessica, and I would have done if it weren't for Margaret intervening.",fear,neutral,neutral
1360,speech,ALAN,"So?
",surprise,neutral,neutral
1361,speech,TREVOR,So!,surprise,neutral,joy
1362,speech,TREVOR,"I didn't stop because I wanted to stop; I stopped because I got caught.
",fear,neutral,neutral
1363,speech,ALAN,You were lucky.,neutral,neutral,neutral
1364,speech,ALAN,You should never underestimate the importance of luck It's often the difference between despair and elation.,sadness,neutral,neutral
1365,speech,TREVOR,What about justice?,neutral,curiosity,neutral
1366,speech,ALAN,"What about it?
",anger,curiosity,neutral
1367,speech,TREVOR,Justice is the only thing I've ever believed in.,neutral,approval,sadness
1368,speech,TREVOR,It's what's governed my life.,neutral,approval,neutral
1369,speech,ALAN,"Justice is the law, this is different.",neutral,neutral,neutral
1370,speech,TREVOR,"Call it what you want, maybe it's justice maybe it's karma; I don't know.",neutral,confusion,neutral
1371,speech,TREVOR,"But I do know that I've wronged, and I know there's only one way to put that right.",anger,realization,anger
1372,speech,ALAN,"You know what you're risking don't you.
",neutral,curiosity,neutral
1373,speech,TREVOR,I have to do it.,sadness,approval,neutral
1374,speech,TREVOR,"I promised Margaret I wouldn't, but I just have to.",neutral,neutral,neutral
1375,speech,TREVOR,I'm going to tell her everything.,neutral,neutral,neutral
1376,speech,TREVOR,Tell her I love Jessica.,joy,love,neutral
1377,speech,TREVOR,Tell her I love them both.,joy,love,joy
1378,speech,TREVOR,If Edwin has taught us anything it's that we need to live our lives true to our nature.,neutral,approval,neutral
1379,speech,TREVOR,I can't afford to die with this hanging over me.,sadness,disapproval,neutral
1380,speech,ALAN,Wait until tomorrow.,neutral,neutral,neutral
1381,speech,ALAN,"It's because of the funeral you're thinking this way.
",neutral,neutral,neutral
1382,speech,TREVOR,I have to do this Alan.,neutral,neutral,neutral
1383,speech,TREVOR,"I don't know if I'm being cowardly or being brave, but I have to do it.",fear,confusion,neutral
1384,speech,TREVOR,Thanks you for your counsel though.,neutral,gratitude,neutral
1385,speech,TREVOR,"You're a good friend.
",joy,admiration,neutral
1386,consigne,,TREVOR leaves his drink and exits. ALAN picks up TREVOR'S glass and drains the contents. JESSICA enters dressed in normal funeral attire. She is carrying two glasses of whiskey.,,,
1387,speech,JESSICA,"There you are, 
",neutral,neutral,neutral
1388,consigne,,holds out drink to ALAN,,,
1389,speech,JESSICA,"may I join you?
",neutral,curiosity,neutral
1390,consigne,,ALAN accepts. JESSICA sits in a chair next to him.,,,
1391,speech,ALAN,Thanks.,neutral,gratitude,neutral
1392,speech,ALAN,"You changed.
",neutral,neutral,neutral
1393,speech,JESSICA,"It was bad enough having to carry the coffin in that abomination, I wasn't going to spend a second longer in it than necessary.",disgust,disgust,disgust
1394,speech,ALAN,I think you looked rather fetching; the wig went with your eyes.,neutral,admiration,neutral
1395,speech,JESSICA,Oh shut up you awful man.,disgust,anger,disgust
1396,speech,JESSICA,"I looked totally ridiculous.
",disgust,amusement,disgust
1397,speech,ALAN,"All right then you looked bloody awful, is that what you wanted to hear?
",disgust,disgust,disgust
1398,consigne,,laughs,,,
1399,speech,JESSICA,"Finally, a bit of honesty.",neutral,approval,neutral
1400,speech,ALAN,"It seems very in vogue at the moment, I thought I'd give it a whirl.",neutral,approval,neutral
1401,speech,JESSICA,"Did I see you talking to Trevor?
",surprise,curiosity,surprise
1402,speech,ALAN,"I don't know did you?
",surprise,confusion,surprise
1403,speech,JESSICA,You do your best to make conversation difficult don't you?,anger,curiosity,neutral
1404,speech,ALAN,"If I think it's going in a direction I don't like yes.
",disgust,disapproval,disgust
1405,speech,JESSICA,"Good old Alan, never one for addressing the difficult issues are you?
",disgust,curiosity,disgust
1406,speech,ALAN,Well there's no point in taxing oneself unnecessarily.,neutral,disapproval,neutral
1407,speech,JESSICA,I knew I could rely on you.,joy,approval,neutral
1408,consigne,,MARGARET enters dressed similarly to ALAN. She is carrying two glasses of whiskey.,,,
1409,speech,JESSICA,I should really go and thank the priest for the service.,neutral,gratitude,joy
1410,consigne,,JESSICA walks past MARGARET without looking at her and exits. ALAN drains his glass.,,,
1411,speech,ALAN,Yes here I am and yes you may join me.,neutral,neutral,neutral
1412,consigne,,ALAN holds out his hand into which MARGARET places the drink. She sits next to him.,,,
1413,speech,MARGARET,How you feeling?,sadness,curiosity,neutral
1414,consigne,,Alan nods,,,
1415,speech,MARGARET,You seemed rather anxious earlier.,fear,nervousness,neutral
1416,speech,ALAN,"Just tired I suppose, I didn't get much sleep.
",neutral,disappointment,neutral
1417,speech,MARGARET,"Yes, I'm sorry about that.",sadness,remorse,sadness
